Date,Open,High,Low,Close
10/05/2007,13969.07 ,14169.49 ,13965.05 ,14066.01 
10/04/2007,13967.89 ,14074.54 ,13894.98 ,13974.31 
10/03/2007,14038.86 ,14090.48 ,13883.43 ,13968.05 
10/02/2007,14087.14 ,14166.16 ,13951.72 ,14047.31 
10/01/2007,13895.71 ,14147.30 ,13869.86 ,14087.55 
09/28/2007,13912.94 ,13994.64 ,13802.96 ,13895.63 
09/27/2007,13879.53 ,13991.63 ,13811.17 ,13912.94 
09/26/2007,13779.30 ,13962.61 ,13741.26 ,13878.15 
09/25/2007,13757.84 ,13847.10 ,13629.16 ,13778.65 
09/24/2007,13821.57 ,13930.74 ,13702.89 ,13759.06 
09/21/2007,13768.33 ,13948.95 ,13740.61 ,13820.19 
09/20/2007,13813.52 ,13887.81 ,13741.01 ,13766.70 
09/19/2007,13740.61 ,13936.68 ,13689.80 ,13815.56 
09/18/2007,13403.18 ,13772.15 ,13379.68 ,13739.39 
09/17/2007,13441.95 ,13514.71 ,13306.69 ,13403.42 
09/14/2007,13421.39 ,13507.55 ,13273.68 ,13442.52 
09/13/2007,13292.38 ,13519.91 ,13296.77 ,13424.88 
09/12/2007,13298.31 ,13408.62 ,13195.40 ,13291.65 
09/11/2007,13129.40 ,13369.77 ,13124.68 ,13308.39 
09/10/2007,13116.39 ,13280.67 ,12992.02 ,13127.85 
09/07/2007,13360.74 ,13312.05 ,13059.16 ,13113.38 
09/06/2007,13306.44 ,13464.79 ,13217.11 ,13363.35 
09/05/2007,13442.85 ,13436.02 ,13203.86 ,13305.47 
09/04/2007,13358.39 ,13521.86 ,13248.57 ,13448.86 
08/31/2007,13240.84 ,13472.35 ,13252.06 ,13357.74 
08/30/2007,13287.91 ,13355.46 ,13126.39 ,13238.73 
08/29/2007,13043.07 ,13336.93 ,13020.63 ,13289.29 
08/28/2007,13318.43 ,13319.61 ,13024.29 ,13041.85 
08/27/2007,13377.16 ,13438.46 ,13248.32 ,13322.13 
08/24/2007,13231.78 ,13402.20 ,13174.27 ,13378.87 
08/23/2007,13237.27 ,13358.22 ,13127.69 ,13235.88 
08/22/2007,13088.26 ,13304.33 ,13075.34 ,13236.13 
08/21/2007,13120.05 ,13228.57 ,12975.68 ,13090.86 
08/20/2007,13078.51 ,13245.80 ,12938.77 ,13121.35 
08/17/2007,12848.05 ,13289.70 ,12847.24 ,13079.08 
08/16/2007,12859.52 ,12996.73 ,12455.92 ,12845.78 
08/15/2007,13021.93 ,13184.51 ,12800.83 ,12861.47 
08/14/2007,13235.72 ,13309.04 ,12974.30 ,13028.92 
08/13/2007,13238.24 ,13440.08 ,13163.54 ,13236.53 
08/10/2007,13270.59 ,13386.43 ,12958.04 ,13239.54 
08/09/2007,13652.33 ,13675.66 ,13196.05 ,13270.68 
08/08/2007,13497.23 ,13769.63 ,13386.92 ,13657.86 
08/07/2007,13467.72 ,13635.09 ,13282.38 ,13504.30 
08/06/2007,13183.13 ,13501.86 ,13077.05 ,13468.78 
08/03/2007,13462.25 ,13539.50 ,13156.79 ,13181.91 
08/02/2007,13357.82 ,13547.47 ,13272.79 ,13463.33 
08/01/2007,13211.09 ,13431.06 ,13041.77 ,13362.37 
07/31/2007,13360.66 ,13579.41 ,13182.15 ,13211.99 
07/30/2007,13266.21 ,13445.12 ,13143.87 ,13358.31 
07/27/2007,13472.68 ,13589.17 ,13228.57 ,13265.47 
07/26/2007,13783.12 ,13793.61 ,13307.74 ,13473.57 
07/25/2007,13718.25 ,13919.77 ,13607.70 ,13785.07 
07/24/2007,13940.90 ,13967.65 ,13661.51 ,13716.95 
07/23/2007,13851.73 ,14039.59 ,13819.54 ,13943.42 
07/20/2007,14000.73 ,14039.67 ,13745.65 ,13851.08 
07/19/2007,13918.79 ,14121.04 ,13860.18 ,14000.41 
07/18/2007,13955.05 ,14020.89 ,13768.73 ,13918.22 
07/17/2007,13951.96 ,14095.60 ,13880.67 ,13971.55 
07/16/2007,13907.09 ,14053.57 ,13834.33 ,13950.98 
07/13/2007,13859.86 ,13982.93 ,13784.83 ,13907.25 
07/12/2007,13579.33 ,13889.45 ,13598.76 ,13861.73 
07/11/2007,13500.40 ,13638.75 ,13435.45 ,13577.87 
07/10/2007,13648.59 ,13685.90 ,13463.57 ,13501.70 
07/09/2007,13612.66 ,13739.06 ,13563.89 ,13649.97 
07/06/2007,13559.01 ,13670.46 ,13501.54 ,13611.68 
07/05/2007,13576.24 ,13637.78 ,13459.84 ,13565.84 
07/03/2007,13531.53 ,13638.26 ,13487.88 ,13577.30 
07/02/2007,13409.60 ,13586.97 ,13406.59 ,13535.43 
06/29/2007,13422.61 ,13556.16 ,13291.32 ,13408.62 
06/28/2007,13427.48 ,13537.47 ,13342.05 ,13422.28 
06/27/2007,13336.93 ,13455.36 ,13205.08 ,13427.73 
06/26/2007,13352.37 ,13491.70 ,13272.79 ,13337.66 
06/25/2007,13360.09 ,13519.34 ,13273.68 ,13352.05 
06/22/2007,13545.03 ,13564.13 ,13323.51 ,13360.26 
06/21/2007,13486.66 ,13596.56 ,13368.79 ,13545.84 
06/20/2007,13636.56 ,13735.08 ,13469.43 ,13489.42 
06/19/2007,13611.68 ,13705.41 ,13527.14 ,13635.42 
06/18/2007,13639.00 ,13720.29 ,13560.15 ,13612.98 
06/15/2007,13556.65 ,13741.18 ,13566.89 ,13639.48 
06/14/2007,13482.43 ,13622.66 ,13444.07 ,13553.72 
06/13/2007,13287.62 ,13502.76 ,13288.07 ,13482.35 
06/12/2007,13424.39 ,13474.12 ,13264.05 ,13295.01 
06/11/2007,13423.74 ,13519.88 ,13335.16 ,13424.96 
06/08/2007,13267.14 ,13445.19 ,13207.73 ,13424.39 
06/07/2007,13463.48 ,13517.85 ,13236.34 ,13266.73 
06/06/2007,13590.66 ,13606.75 ,13403.10 ,13465.67 
06/05/2007,13673.19 ,13689.40 ,13523.70 ,13595.46 
06/04/2007,13667.21 ,13723.37 ,13575.14 ,13676.32 
06/01/2007,13628.69 ,13756.69 ,13562.54 ,13668.11 
05/31/2007,13633.00 ,13718.82 ,13564.49 ,13627.64 
05/30/2007,13517.89 ,13650.64 ,13403.26 ,13633.08 
05/29/2007,13507.28 ,13603.26 ,13428.86 ,13521.34 
05/25/2007,13441.94 ,13571.48 ,13410.00 ,13507.28 
05/24/2007,13522.60 ,13645.52 ,13391.56 ,13441.13 
05/23/2007,13540.84 ,13648.69 ,13476.72 ,13525.65 
05/22/2007,13544.99 ,13632.03 ,13466.57 ,13539.95 
05/21/2007,13556.53 ,13636.98 ,13473.31 ,13542.88 
05/18/2007,13476.40 ,13611.95 ,13454.46 ,13556.53 
05/17/2007,13486.96 ,13558.24 ,13384.89 ,13476.72 
05/16/2007,13374.13 ,13526.54 ,13325.49 ,13487.53 
05/15/2007,13346.05 ,13518.33 ,13302.65 ,13383.84 
05/14/2007,13325.81 ,13432.84 ,13265.02 ,13346.78 
05/11/2007,13212.20 ,13373.35 ,13192.62 ,13326.22 
05/10/2007,13359.05 ,13376.20 ,13161.08 ,13215.13 
05/09/2007,13300.62 ,13410.17 ,13229.92 ,13362.87 
05/08/2007,13309.40 ,13359.05 ,13192.45 ,13309.07 
05/07/2007,13264.13 ,13385.06 ,13218.87 ,13312.97 
05/04/2007,13243.08 ,13340.60 ,13176.61 ,13264.62 
05/03/2007,13206.65 ,13306.55 ,13131.42 ,13241.38 
05/02/2007,13133.94 ,13291.60 ,13105.34 ,13211.88 
05/01/2007,13062.75 ,13188.96 ,12993.02 ,13136.14 
04/30/2007,13120.21 ,13226.99 ,13003.91 ,13062.91 
04/27/2007,13104.04 ,13195.05 ,13002.37 ,13120.94 
04/26/2007,13088.84 ,13197.49 ,13016.43 ,13105.50 
04/25/2007,12951.42 ,13142.31 ,12929.80 ,13089.89 
04/24/2007,12919.64 ,13033.66 ,12845.12 ,12953.94 
04/23/2007,12961.49 ,13029.59 ,12867.96 ,12919.40 
04/20/2007,12811.15 ,13035.77 ,12828.30 ,12961.98 
04/19/2007,12799.77 ,12889.17 ,12677.47 ,12808.63 
04/18/2007,12771.08 ,12871.21 ,12691.20 ,12803.84 
04/17/2007,12719.56 ,12773.04 ,12773.04 ,12773.04 
04/16/2007,12611.64 ,12770.60 ,12596.36 ,12720.46 
04/13/2007,12551.91 ,12654.47 ,12504.04 ,12612.13 
04/12/2007,12483.64 ,12580.92 ,12407.50 ,12552.96 
04/11/2007,12573.12 ,12618.63 ,12432.53 ,12484.62 
04/10/2007,12568.49 ,12641.87 ,12496.48 ,12573.85 
04/09/2007,12562.64 ,12641.22 ,12505.83 ,12569.14 
04/05/2007,12523.22 ,12600.34 ,12465.36 ,12560.20 
04/04/2007,12511.36 ,12591.81 ,12444.55 ,12530.05 
04/03/2007,12379.05 ,12559.47 ,12396.53 ,12510.30 
04/02/2007,12354.52 ,12450.81 ,12284.54 ,12382.30 
03/30/2007,12348.91 ,12442.40 ,12237.87 ,12354.35 
03/29/2007,12301.48 ,12424.77 ,12251.89 ,12348.75 
03/28/2007,12396.49 ,12415.56 ,12234.50 ,12300.36 
03/27/2007,12468.59 ,12484.54 ,12336.89 ,12397.29 
03/26/2007,12480.37 ,12526.27 ,12339.53 ,12469.07 
03/23/2007,12460.50 ,12550.07 ,12396.89 ,12481.01 
03/22/2007,12446.72 ,12524.03 ,12364.21 ,12461.14 
03/21/2007,12288.98 ,12489.02 ,12220.49 ,12447.52 
03/20/2007,12226.81 ,12324.31 ,12172.66 ,12288.10 
03/19/2007,12110.41 ,12273.52 ,12122.59 ,12226.17 
03/16/2007,12160.16 ,12226.01 ,12053.05 ,12110.41 
03/15/2007,12133.16 ,12228.42 ,12060.10 ,12159.68 
03/14/2007,12074.52 ,12187.88 ,11926.79 ,12133.40 
03/13/2007,12307.49 ,12319.66 ,12049.85 ,12075.96 
03/12/2007,12275.68 ,12385.44 ,12205.58 ,12318.62 
03/09/2007,12262.06 ,12379.51 ,12200.62 ,12276.32 
03/08/2007,12193.33 ,12355.47 ,12183.79 ,12260.70 
03/07/2007,12204.46 ,12315.18 ,12122.11 ,12192.45 
03/06/2007,12051.17 ,12252.61 ,12060.58 ,12207.59 
03/05/2007,12111.61 ,12220.16 ,11973.58 ,12050.41 
03/02/2007,12233.78 ,12293.15 ,12064.91 ,12114.10 
03/01/2007,12265.59 ,12338.89 ,11996.17 ,12234.34 
02/28/2007,12214.92 ,12396.81 ,12122.03 ,12268.63 
02/27/2007,12628.90 ,12587.72 ,12078.85 ,12216.24 
02/26/2007,12647.88 ,12746.34 ,12562.72 ,12632.26 
02/23/2007,12679.89 ,12726.79 ,12578.51 ,12647.48 
02/22/2007,12735.77 ,12792.97 ,12621.93 ,12686.02 
02/21/2007,12782.87 ,12813.88 ,12662.79 ,12738.41 
02/20/2007,12766.85 ,12845.76 ,12675.04 ,12786.64 
02/16/2007,12764.13 ,12829.42 ,12685.86 ,12767.57 
02/15/2007,12741.70 ,12828.38 ,12681.85 ,12765.01 
02/14/2007,12651.29 ,12793.29 ,12623.21 ,12741.86 
02/13/2007,12549.19 ,12702.36 ,12551.51 ,12654.85 
02/12/2007,12580.11 ,12654.69 ,12502.40 ,12552.55 
02/09/2007,12638.03 ,12725.59 ,12518.58 ,12580.83 
02/08/2007,12665.67 ,12704.04 ,12542.14 ,12637.63 
02/07/2007,12656.86 ,12748.99 ,12589.56 ,12666.87 
02/06/2007,12661.66 ,12738.41 ,12586.44 ,12666.31 
02/05/2007,12653.41 ,12730.56 ,12586.20 ,12661.74 
02/02/2007,12673.84 ,12740.65 ,12582.99 ,12653.49 
02/01/2007,12617.20 ,12741.30 ,12563.85 ,12673.68 
01/31/2007,12520.03 ,12685.54 ,12461.30 ,12621.69 
01/30/2007,12492.23 ,12597.01 ,12414.52 ,12523.31 
01/29/2007,12487.10 ,12599.74 ,12422.93 ,12490.78 
01/26/2007,12503.28 ,12582.67 ,12391.44 ,12487.02 
01/25/2007,12621.77 ,12670.48 ,12461.54 ,12502.56 
01/24/2007,12534.37 ,12659.42 ,12489.98 ,12621.77 
01/23/2007,12477.81 ,12610.71 ,12401.94 ,12533.80 
01/22/2007,12566.33 ,12619.04 ,12389.68 ,12477.16 
01/19/2007,12567.93 ,12649.89 ,12462.50 ,12565.53 
01/18/2007,12575.06 ,12674.16 ,12487.90 ,12567.93 
01/17/2007,12571.46 ,12666.71 ,12496.55 ,12577.15 
01/16/2007,12555.84 ,12638.27 ,12489.90 ,12582.59 
01/12/2007,12514.66 ,12616.08 ,12432.30 ,12556.08 
01/11/2007,12442.96 ,12586.12 ,12413.72 ,12514.98 
01/10/2007,12417.00 ,12487.18 ,12313.01 ,12442.16 
01/09/2007,12424.77 ,12516.66 ,12337.85 ,12416.60 
01/08/2007,12392.01 ,12489.50 ,12298.59 ,12423.49 
01/05/2007,12480.05 ,12504.40 ,12326.79 ,12398.01 
01/04/2007,12473.16 ,12560.96 ,12357.56 ,12480.69 
01/03/2007,12459.54 ,12630.34 ,12373.82 ,12474.52 
